,Unnamed: 0,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,ΔValue
3094,3094,M,2022-05-11 21:30:30,2022-05-09,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$10.25,"+75,841.00","12,306,429.00",0.62%,"+$777,449.75"
3298,3298,M,2022-05-09 20:04:03,2022-05-06,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$4.02,"+29,954.00","1,453,403.00",2.1%,"+$120,507.58"
3299,3299,M,2022-05-09 20:04:46,2022-05-06,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$4.02,"+29,954.00","1,615,189.00",1.89%,"+$120,507.58"
3367,3367,None,2022-05-06 16:16:27,2022-05-05,AMSF,AMERISAFE INC,McCray Andrew B.,EVP-CUO,Purchase,$46.87,+200.00,"8,199.00",2.5%,"+$9,374.00"
3393,3393,M,2022-05-06 09:20:59,2022-05-04,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$4.08,"+16,195.00","1,423,449.00",1.15%,"+$66,073.75"
3394,3394,M,2022-05-06 09:21:39,2022-05-04,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$4.08,"+16,195.00","1,585,235.00",1.03%,"+$66,073.75"
3396,3396,None,2022-05-06 18:10:18,2022-05-04,BGSF,"BGSF, INC.",HAILEY DOUGLAS,Dir,Purchase,$13.24,"+5,000.00","154,820.00",3.34%,"+$66,200.00"
3408,3408,M,2022-05-06 18:22:23,2022-05-04,BGSF,"BGSF, INC.",Allen C. David JR,Dir,"Purchase,Grant",$9.43,"+4,223.00","24,074.00",21.27%,"+$39,804.00"
3509,3509,M,2022-05-04 09:02:34,2022-05-02,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$4.02,"+34,470.00","1,407,254.00",2.51%,"+$138,470.41"
3510,3510,M,2022-05-04 09:03:08,2022-05-02,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$4.02,"+34,470.00","1,569,040.00",2.25%,"+$138,470.41"
3514,3514,None,2022-05-04 18:43:45,2022-05-02,BGSF,"BGSF, INC.",HAILEY DOUGLAS,Dir,Purchase,$12.68,"+20,000.00","149,820.00",15.41%,"+$253,600.00"
3524,3524,None,2022-05-04 16:23:40,2022-05-02,KDP,Keurig Dr Pepper Inc.,Shoemaker Anthony,Chief Legal Officer,Purchase,$36.41,"+10,000.00","48,000.00",26.32%,"+$364,150.00"
3525,3525,M,2022-05-04 16:25:27,2022-05-02,KDP,Keurig Dr Pepper Inc.,Whitmore Justin,Chief Strategy Officer,Purchase,$37.51,"+65,611.00","163,587.00",66.97%,"+$2,461,088.38"
3758,3758,M,2022-04-29 21:30:49,2022-04-27,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$11.26,"+69,919.00","6,409,716.00",1.1%,"+$787,011.01"
3908,3908,M,2022-04-26 21:30:27,2022-04-22,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$11.43,"+59,349.00","6,339,797.00",0.94%,"+$678,417.28"
3997,3997,None,2022-04-21 21:00:35,2022-04-19,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$11.49,"+13,357.00","6,280,448.00",0.21%,"+$153,475.94"
4361,4361,M,2022-04-08 16:34:24,2022-04-06,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.99,"+4,831.00","4,679,557.00",0.1%,"+$53,075.21"
4362,4362,None,2022-04-08 11:03:26,2022-04-06,PRKA,"PARKS AMERICA, INC",KOHNEN CHARLES,"Dir,10%",Purchase,$0.49,"+73,333.00","22,031,508.00",0.33%,"+$35,999.17"
4461,4461,M,2022-04-06 21:17:17,2022-04-04,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.77,"+27,684.00","4,674,726.00",0.6%,"+$298,175.64"
4179,4179,None,2022-04-14 18:38:22,2022-03-30,PKTX,"ProtoKinetix, Inc.",SMITH CLARENCE EDWARD,"Dir,President & CEO10%",Purchase,$0.05,"+600,000.00","46,679,603.00",1.3%,"+$30,000.00"
4782,4782,None,2022-03-28 13:19:45,2022-03-25,PFMT,Performant Financial Corp,"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$2.84,"+100,000.00","15,454,704.00",0.65%,"+$284,000.00"
4785,4785,M,2022-03-28 16:38:08,2022-03-24,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$12.28,"+186,395.00","6,267,091.00",3.07%,"+$2,288,930.60"
4842,4842,M,2022-03-25 09:19:03,2022-03-23,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$4.09,"+13,420.00","1,534,562.00",0.88%,"+$54,920.00"
4843,4843,M,2022-03-25 09:19:09,2022-03-23,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$4.09,"+13,420.00","1,372,776.00",0.99%,"+$54,920.00"
4974,4974,M,2022-03-22 17:33:57,2022-03-18,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$4.06,"+11,367.00","1,359,356.00",0.84%,"+$46,155.28"
4975,4975,M,2022-03-22 17:34:53,2022-03-18,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$4.06,"+11,367.00","1,521,142.00",0.75%,"+$46,155.28"
5036,5036,None,2022-03-21 16:15:27,2022-03-18,PKTX,"ProtoKinetix, Inc.",SMITH CLARENCE EDWARD,"Dir,President & CEO10%",Purchase,$0.05,"+1,000,000.00","46,079,603.00",2.22%,"+$50,000.00"
5173,5173,M,2022-03-17 18:54:36,2022-03-16,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$3.99,"+12,333.00","1,347,990.00",0.92%,"+$49,225.32"
5174,5174,M,2022-03-17 18:55:22,2022-03-16,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$3.99,"+12,333.00","1,509,776.00",0.82%,"+$49,225.32"
5328,5328,M,2022-03-16 13:21:12,2022-03-15,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$1.80,+804.00,"3,475,834.00",0.02%,"+$1,447.20"
5233,5233,M,2022-03-16 17:20:58,2022-03-14,LIVE,LIVE VENTURES Inc,Gao Dennis,Dir,Purchase,$35.75,"+3,343.00","7,493.00",80.55%,"+$119,521.40"
5450,5450,M,2022-03-15 11:17:43,2022-03-14,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$1.80,"+137,301.00","3,475,262.00",4.11%,"+$247,141.80"
5469,5469,M,2022-03-14 12:48:19,2022-03-11,LIVE,LIVE VENTURES Inc,Gao Dennis,Dir,Purchase,$35.77,"+4,150.00","4,150.00",0%,"+$148,435.00"
5496,5496,M,2022-03-14 18:19:08,2022-03-11,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$3.96,"+13,350.00","1,497,435.00",0.9%,"+$52,926.04"
5497,5497,M,2022-03-14 18:19:37,2022-03-11,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$3.96,"+13,350.00","1,335,649.00",1.01%,"+$52,926.04"
5583,5583,M,2022-03-11 09:17:40,2022-03-09,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$3.95,"+14,869.00","1,484,085.00",1.01%,"+$58,759.03"
5584,5584,M,2022-03-11 09:19:39,2022-03-09,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$3.95,"+14,869.00","1,322,299.00",1.14%,"+$58,759.03"
5790,5790,M,2022-03-09 13:16:57,2022-03-08,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$1.80,"+1,866.00","3,383,728.00",0.06%,"+$3,358.80"
5734,5734,M,2022-03-09 16:22:32,2022-03-07,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$11.97,"+7,109.00","6,080,696.00",0.12%,"+$85,092.10"
5888,5888,M,2022-03-08 09:24:14,2022-03-07,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$1.80,"+95,556.00","3,382,484.00",2.91%,"+$172,000.80"
5843,5843,M,2022-03-08 16:56:53,2022-03-04,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$11.19,"+60,877.00","4,647,042.00",1.33%,"+$681,157.59"
5863,5863,None,2022-03-08 16:48:19,2022-03-04,GMRE,Global Medical REIT Inc.,Cole Henry,Dir,Purchase,$15.54,"+1,287.00","7,732.00",19.97%,"+$19,999.47"
5869,5869,None,2022-03-08 18:31:38,2022-03-04,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.",GROUNDS WILLIAM WARWICK,Dir,Purchase,$10.90,"+1,500.00","4,600.00",48.39%,"+$16,350.00"
5978,5978,M,2022-03-07 12:32:12,2022-03-04,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$1.80,"+17,532.00","3,318,800.00",0.53%,"+$31,557.60"
6050,6050,None,2022-03-04 19:11:44,2022-03-03,GMRE,Global Medical REIT Inc.,Busch Jeffrey,"Dir,Chairman, President and CEO",Purchase,$15.55,"+2,000.00","43,490.00",4.82%,"+$31,100.00"
6092,6092,None,2022-03-03 16:23:47,2022-03-01,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$12.40,"+9,955.00","6,073,587.00",0.16%,"+$123,461.91"
6315,6315,None,2022-03-01 17:08:43,2022-02-25,KDP,Keurig Dr Pepper Inc.,Whitmore Justin,Chief Strategy Officer,Purchase,$37.72,"+6,355.00","97,976.00",6.94%,"+$239,710.60"
6506,6506,M,2022-02-25 10:05:49,2022-02-24,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$1.80,+300.00,"3,307,112.00",0.01%,+$540.00
6452,6452,M,2022-02-25 16:19:21,2022-02-23,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$12.68,"+27,113.00","6,063,632.00",0.45%,"+$343,815.75"
6574,6574,M,2022-02-24 08:36:44,2022-02-23,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$2.00,"+1,800.00","3,306,912.00",0.05%,"+$3,600.00"
6619,6619,M,2022-02-23 08:21:12,2022-02-22,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$2.00,"+25,056.00","3,305,712.00",0.76%,"+$50,112.00"
6691,6691,M,2022-02-22 08:00:33,2022-02-18,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$2.00,"+33,705.00","3,289,008.00",1.04%,"+$67,410.00"
6657,6657,M,2022-02-22 20:10:41,2022-02-17,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.77,"+17,451.00","4,586,165.00",0.38%,"+$187,936.14"
6784,6784,None,2022-02-17 16:06:05,2022-02-15,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.78,"+4,480.00","4,568,714.00",0.1%,"+$48,294.40"
6845,6845,None,2022-02-16 16:16:03,2022-02-14,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$12.73,"+14,881.00","6,036,519.00",0.25%,"+$189,488.70"
6920,6920,M,2022-02-15 16:51:30,2022-02-11,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.19,"+298,623.00","4,564,234.00",7%,"+$3,043,343.26"
7188,7188,None,2022-02-08 12:18:41,2022-02-04,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$12.89,"+148,956.00","6,021,638.00",2.54%,"+$1,920,623.77"
7197,7197,None,2022-02-08 17:20:44,2022-02-04,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.78,"+7,362.00","4,265,611.00",0.17%,"+$79,362.36"
7474,7474,M,2022-01-31 17:33:23,2022-01-27,PFMT,Performant Financial Corp,"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$1.90,"+283,235.00","15,354,704.00",1.88%,"+$537,614.65"
7485,7485,None,2022-01-31 16:37:25,2022-01-27,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$13.50,"+14,524.00","5,872,682.00",0.25%,"+$196,074.00"
7544,7544,M,2022-01-28 16:37:59,2022-01-26,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.76,"+18,277.00","4,258,249.00",0.43%,"+$196,678.19"
7621,7621,M,2022-01-26 16:43:08,2022-01-24,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$13.50,"+7,953.00","5,858,158.00",0.14%,"+$107,365.50"
7699,7699,M,2022-01-25 08:08:06,2022-01-24,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$2.00,"+7,311.00","3,266,538.00",0.22%,"+$14,622.00"
7654,7654,M,2022-01-25 21:21:50,2022-01-21,PFMT,Performant Financial Corp,"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$1.97,"+551,306.00","15,071,469.00",3.8%,"+$1,085,890.81"
7672,7672,M,2022-01-25 17:15:18,2022-01-21,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.35,"+83,621.00","4,239,972.00",2.01%,"+$865,750.05"
7674,7674,None,2022-01-25 14:10:31,2022-01-21,PRKA,"PARKS AMERICA, INC",KOHNEN CHARLES,"Dir,10%",Purchase,$0.57,"+83,333.00","21,940,092.00",0.38%,"+$47,499.81"
7809,7809,M,2022-01-21 16:58:27,2022-01-19,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$13.98,"+85,595.00","5,850,205.00",1.48%,"+$1,196,454.92"
7814,7814,M,2022-01-21 17:29:54,2022-01-19,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.63,"+36,246.00","4,156,351.00",0.88%,"+$385,288.16"
7886,7886,M,2022-01-19 21:32:52,2022-01-14,PFMT,Performant Financial Corp,"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$2.04,"+496,219.00","14,520,163.00",3.54%,"+$1,012,584.23"
7894,7894,M,2022-01-19 16:29:45,2022-01-14,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.63,"+24,043.00","4,120,105.00",0.59%,"+$255,559.11"
8032,8032,M,2022-01-13 16:24:18,2022-01-11,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$14.25,"+67,092.00","5,764,610.00",1.18%,"+$955,942.67"
8035,8035,M,2022-01-13 19:14:31,2022-01-11,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$10.59,"+24,562.00","4,096,062.00",0.6%,"+$260,046.52"
8068,8068,None,2022-01-12 19:40:51,2022-01-10,PFMT,Performant Financial Corp,"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$2.06,"+40,899.00","14,023,944.00",0.29%,"+$84,251.94"
8411,8411,None,2022-01-03 21:30:38,2021-12-30,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$14.25,"+2,788.00","5,697,518.00",0.05%,"+$39,729.00"
8448,8448,M,2022-01-03 13:24:59,2021-12-30,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$3.00,"+152,817.00","3,261,664.00",4.92%,"+$458,451.00"
8493,8493,M,2021-12-30 14:28:54,2021-12-29,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$3.00,"+336,828.00","3,159,786.00",11.93%,"+$1,010,484.00"
8508,8508,M,2021-12-29 18:42:22,2021-12-28,PFMT,Performant Financial Corp,"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",10%,Purchase,$2.28,"+544,542.00","13,983,045.00",4.05%,"+$1,241,679.99"
8517,8517,M,2021-12-29 20:46:12,2021-12-27,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",,Purchase,$9.49,"+17,523.00","4,071,500.00",0.43%,"+$166,237.93"
8548,8548,None,2021-12-28 18:38:05,2021-12-22,PKTX,"ProtoKinetix, Inc.",SMITH CLARENCE EDWARD,"Dir,President & CEO10%",Purchase,$0.06,"+833,333.00","45,079,603.00",1.88%,"+$49,999.98"
8615,8615,M,2021-12-23 11:27:40,2021-12-22,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$3.91,"+18,172.00","1,461,364.00",1.26%,"+$71,116.51"
8616,8616,M,2021-12-23 11:28:12,2021-12-22,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$3.91,"+18,172.00","1,299,580.00",1.42%,"+$71,116.51"
8638,8638,M,2021-12-23 11:58:49,2021-12-22,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$3.00,"+2,829.00","2,935,234.00",0.1%,"+$8,487.00"
8771,8771,M,2021-12-21 15:48:14,2021-12-20,OXSQ,Oxford Square Capital Corp.,ROSENTHAL SAUL B,President and COO,Purchase,$3.85,"+17,995.00","1,276,564.00",1.43%,"+$69,311.60"
8772,8772,M,2021-12-21 15:48:42,2021-12-20,OXSQ,Oxford Square Capital Corp.,COHEN JONATHAN H,"Dir,Chief Executive Officer",Purchase,$3.85,"+17,995.00","1,438,348.00",1.27%,"+$69,311.60"
8814,8814,M,2021-12-21 11:51:53,2021-12-20,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$2.98,"+13,008.00","2,933,348.00",0.45%,"+$38,763.84"
8896,8896,M,2021-12-20 14:07:42,2021-12-16,KBNT,"Kubient, Inc.",Mithaq Capital SPC,other,Purchase,$2.89,"+79,815.00","4,367,071.00",1.86%,"+$230,860.05"
8996,8996,M,2021-12-17 13:49:46,2021-12-15,KBNT,"Kubient, Inc.",Mithaq Capital SPC,,Purchase,$2.84,"+40,227.00","2,871,466.00",1.42%,"+$114,244.68"
8997,8997,M,2021-12-17 16:32:07,2021-12-15,KBNT,"Kubient, Inc.",Alrajhi Turki Saleh A.,,Purchase,$2.84,"+40,227.00","2,871,466.00",1.42%,"+$114,244.68"
8998,8998,M,2021-12-17 16:35:09,2021-12-15,KBNT,"Kubient, Inc.",Seemab Muhammad Asif,,Purchase,$2.84,"+40,227.00","2,871,466.00",1.42%,"+$114,244.68"
9041,9041,None,2021-12-16 17:11:40,2021-12-14,SIX,Six Flags Entertainment Corp,BASSOUL SELIM A,"Dir,President and CEO",Purchase,$37.48,"+32,000.00","540,316.00",6.3%,"+$1,199,436.80"
9135,9135,M,2021-12-15 21:31:27,2021-12-13,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$13.45,"+149,364.00","5,694,730.00",2.69%,"+$2,009,462.19"
9150,9150,M,2021-12-15 16:31:23,2021-12-13,SIX,Six Flags Entertainment Corp,JAFFER REHAN,10%,Purchase,$37.55,"+225,000.00","8,925,000.00",2.59%,"+$8,447,832.50"
9178,9178,M,2021-12-15 16:33:15,2021-12-13,SIX,Six Flags Entertainment Corp,Ruchim Arik W,"Dir,10%",Purchase,$37.55,"+225,000.00","8,925,000.00",2.59%,"+$8,447,832.50"
9355,9355,M,2021-12-13 18:04:17,2021-12-10,SIX,Six Flags Entertainment Corp,BASSOUL SELIM A,"Dir,President and CEO",Purchase,$38.42,"+114,000.00","508,316.00",28.91%,"+$4,379,705.20"
9782,9782,None,2021-12-06 18:20:39,2021-12-03,SIX,Six Flags Entertainment Corp,BASSOUL SELIM A,"Dir,President and CEO",Purchase,$36.00,"+1,500.00","394,316.00",0.38%,"+$54,000.00"
9893,9893,M,2021-12-03 16:39:24,2021-12-01,COMS,COMSovereign Holding Corp.,Davies Brent M,Dir,Purchase,$0.99,"+6,000.00","572,267.00",1.06%,"+$5,920.00"
10104,10104,None,2021-12-02 16:03:10,2021-12-01,SUNL,Sunlight Financial Holdings Inc.,Parsons Timothy,Executive VP & COO,Purchase,$4.18,"+10,000.00","83,600.00",13.59%,"+$41,800.00"
10020,10020,M,2021-12-02 18:02:06,2021-11-30,SIX,Six Flags Entertainment Corp,BASSOUL SELIM A,"Dir,President and CEO",Purchase,$36.41,"+27,462.00","392,816.00",7.52%,"+$999,963.69"
10269,10269,None,2021-11-30 18:38:26,2021-11-30,SIX,Six Flags Entertainment Corp,JAFFER REHAN,10%,Purchase,$36.50,"+100,000.00","8,700,000.00",1.16%,"+$3,650,310.00"
10227,10227,None,2021-11-30 08:46:28,2021-11-29,BKYI,BIO KEY INTERNATIONAL INC,DEPASQUALE MICHAEL W,"Dir,Chief Executive Officerother",Purchase,$2.55,"+2,500.00","24,958.00",11.13%,"+$6,375.00"
10310,10310,None,2021-11-30 10:24:53,2021-11-29,SUNL,Sunlight Financial Holdings Inc.,Potere Matthew,"Dir,Chief Executive Officer",Purchase,$4.31,"+20,000.00","615,000.00",3.36%,"+$86,200.00"
10334,10334,None,2021-11-29 18:36:29,2021-11-29,LODE,Comstock Mining Inc.,Drozdoff Leo M,Dir,Purchase,$1.65,"+36,760.00","360,000.00",11.37%,"+$60,654.00"
10298,10298,M,2021-11-30 18:39:34,2021-11-26,SIX,Six Flags Entertainment Corp,Ruchim Arik W,"Dir,10%",Purchase,$37.24,"+250,000.00","8,700,000.00",2.96%,"+$9,310,290.00"
10323,10323,M,2021-11-29 12:40:26,2021-11-24,BKYI,BIO KEY INTERNATIONAL INC,Sullivan James David,Chief Legal Officerother,Purchase,$2.56,"+2,000.00","27,000.00",8%,"+$5,125.00"
10349,10349,None,2021-11-29 12:18:00,2021-11-24,SNAX,"STRYVE FOODS, INC.",OBLAS JOE A,"Dir,Chief Executive Officer",Purchase,$4.32,"+4,000.00","821,841.00",0.49%,"+$17,260.00"
10451,10451,None,2021-11-26 18:01:59,2021-11-24,HIPO,Hippo Holdings Inc.,McCathron Richard,"Dir,President",Purchase,$3.75,"+27,000.00","2,905,609.00",0.94%,"+$101,298.60"
10620,10620,None,2021-11-23 17:50:49,2021-11-23,SNAX,"STRYVE FOODS, INC.",OBLAS JOE A,"Dir,Chief Executive Officer",Purchase,$4.23,"+10,000.00","817,841.00",1.24%,"+$42,334.00"
10309,10309,None,2021-11-30 16:16:25,2021-11-22,GAN,GAN Ltd,Karlsen Glenn Anders,"CEO, Coolbet",Purchase,$10.90,"+10,000.00","66,451.00",17.71%,"+$109,000.00"
10542,10542,None,2021-11-24 17:07:12,2021-11-22,BGSF,"BGSF, INC.",Baum Richard L Jr,Dir,Purchase,$15.03,+72.10,"98,813.10",0.07%,"+$1,084.08"
10678,10678,M,2021-11-23 14:30:28,2021-11-19,SIX,Six Flags Entertainment Corp,Ruchim Arik W,Dir,Purchase,$40.60,"+150,000.00","8,450,000.00",1.81%,"+$6,090,220.00"
10706,10706,None,2021-11-23 17:03:49,2021-11-19,HIPO,Hippo Holdings Inc.,Wand Assaf,"Dir,See Remarks",Purchase,$3.70,"+40,650.00","32,384,660.00",0.13%,"+$150,587.92"
10707,10707,None,2021-11-23 17:05:05,2021-11-19,HIPO,Hippo Holdings Inc.,Landman Sam,Dir,Purchase,$3.72,"+6,000.00","11,813.00",103.22%,"+$22,320.00"
10760,10760,None,2021-11-22 12:59:15,2021-11-19,GAN,GAN Ltd,MCGILL SEAMUS M,Dir,Purchase,$10.85,"+10,000.00","44,866.00",28.68%,"+$108,520.00"
10827,10827,None,2021-11-22 13:17:05,2021-11-19,SNAX,"STRYVE FOODS, INC.",Hawkins Alex,CFO & COO,Purchase,$4.60,"+1,500.00","224,218.00",0.67%,"+$6,898.50"
10828,10828,M,2021-11-22 15:24:08,2021-11-19,SNAX,"STRYVE FOODS, INC.",Casey Ted,Dir,Purchase,$4.54,"+40,000.00","1,794,171.00",2.28%,"+$181,490.00"
10768,10768,None,2021-11-22 18:29:24,2021-11-18,SIX,Six Flags Entertainment Corp,BASSOUL SELIM A,"Dir,PRESIDENT & CEO",Purchase,$41.95,"+80,000.00","365,354.00",28.04%,"+$3,355,832.00"
10821,10821,M,2021-11-22 13:19:02,2021-11-18,SNAX,"STRYVE FOODS, INC.",Christenson Gregory Stephen,Dir,Purchase,$4.22,"+15,000.00","16,503.00",998%,"+$63,300.00"
10816,10816,None,2021-11-22 19:38:04,2021-11-17,BOXL,Boxlight Corp,Pope Michael Ross,"Dir,Chief Executive Officer",Purchase,$1.81,"+4,000.00","1,245.69",-145.23%,"+$7,240.00"
9962,9962,M,2021-12-03 16:09:45,2021-11-16,KBNT,"Kubient, Inc.",Zemel Leon,Chief Product Officer,Purchase,$2.98,"+7,053.00","7,053.00",0%,"+$20,982.76"
11000,11000,M,2021-11-18 17:32:10,2021-11-16,BGSF,"BGSF, INC.",SEID PAUL,Dir,Purchase,$15.41,+600.00,"101,868.00",0.59%,"+$9,248.82"
11016,11016,M,2021-11-18 13:28:55,2021-11-16,SIX,Six Flags Entertainment Corp,Ruchim Arik W,Dir,Purchase,$42.34,"+400,000.00","8,300,000.00",5.06%,"+$16,936,380.00"
11313,11313,None,2021-11-15 18:01:38,2021-11-10,BGSF,"BGSF, INC.",SEID PAUL,Dir,Purchase,$14.03,"+14,000.00","101,268.00",16.04%,"+$196,464.80"
11405,11405,None,2021-11-12 16:59:41,2021-11-09,BGSF,"BGSF, INC.",SEID PAUL,Dir,Purchase,$13.92,"+11,000.00","87,268.00",14.42%,"+$153,165.10"
11473,11473,None,2021-11-10 18:04:57,2021-11-08,BGSF,"BGSF, INC.",HAILEY DOUGLAS,Dir,Purchase,$13.70,"+25,000.00","133,280.00",23.09%,"+$342,492.50"
12147,12147,M,2021-10-20 21:30:41,2021-10-18,ALTG,ALTA EQUIPMENT GROUP INC.,"B. Riley Financial, Inc.",10%,Purchase,$13.50,"+28,689.00","6,497,592.00",0.44%,"+$387,192.80"
12326,12326,None,2021-10-13 16:02:04,2021-10-12,ANVS,"Annovis Bio, Inc.",White Mark K.,Dir,Purchase,$27.40,"+5,000.00","56,177.00",9.77%,"+$137,000.00"
